Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1320","Herbicides","2001","2001","tonnes","8","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1320","Herbicides","2002","2002","tonnes","8","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1320","Herbicides","2003","2003","tonnes","8","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1320","Herbicides","2004","2004","tonnes","8","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1320","Herbicides","2005","2005","tonnes","8","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1320","Herbicides","2006","2006","tonnes","8","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1320","Herbicides","2007","2007","tonnes","8","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1320","Herbicides","2008","2008","tonnes","8","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1320","Herbicides","2009","2009","tonnes","8","Fc","Calculated data"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1320","Herbicides","2010","2010","tonnes","7","Fc","Calculated data"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1320","Herbicides","2011","2011","tonnes","20","Fc","Calculated data"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1320","Herbicides","2012","2012","tonnes","10","Fc","Calculated data"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1320","Herbicides","2013","2013","tonnes","22","Fc","Calculated data"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1320","Herbicides","2014","2014","tonnes","28","Fc","Calculated data"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1320","Herbicides","2015","2015","tonnes","68","Fc","Calculated data"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1320","Herbicides","2016","2016","tonnes","34","Fc","Calculated data"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1320","Herbicides","2017","2017","tonnes","56","Fc","Calculated data"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1320","Herbicides","2018","2018","tonnes","66","Fc","Calculated data"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1320","Herbicides","2019","2019","tonnes","117","Fc","Calculated data"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1331","Fungicides and Bactericides","1990","1990","tonnes","44","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1331","Fungicides and Bactericides","1991","1991","tonnes","44","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1331","Fungicides and Bactericides","1992","1992","tonnes","44","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1331","Fungicides and Bactericides","1993","1993","tonnes","44","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1331","Fungicides and Bactericides","1994","1994","tonnes","74","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1331","Fungicides and Bactericides","1995","1995","tonnes","94","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1331","Fungicides and Bactericides","1996","1996","tonnes","96","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1331","Fungicides and Bactericides","1997","1997","tonnes","99","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1331","Fungicides and Bactericides","1998","1998","tonnes","101","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1331","Fungicides and Bactericides","1999","1999","tonnes","103","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1331","Fungicides and Bactericides","2000","2000","tonnes","106","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1331","Fungicides and Bactericides","2001","2001","tonnes","108","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1331","Fungicides and Bactericides","2002","2002","tonnes","110","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1331","Fungicides and Bactericides","2003","2003","tonnes","113","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1331","Fungicides and Bactericides","2004","2004","tonnes","115","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1331","Fungicides and Bactericides","2005","2005","tonnes","117","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1331","Fungicides and Bactericides","2006","2006","tonnes","120","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1331","Fungicides and Bactericides","2007","2007","tonnes","122","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1331","Fungicides and Bactericides","2008","2008","tonnes","125","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1331","Fungicides and Bactericides","2009","2009","tonnes","127","Fc","Calculated data"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1331","Fungicides and Bactericides","2010","2010","tonnes","189","Fc","Calculated data"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1331","Fungicides and Bactericides","2011","2011","tonnes","209","Fc","Calculated data"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1331","Fungicides and Bactericides","2012","2012","tonnes","177","Fc","Calculated data"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1331","Fungicides and Bactericides","2013","2013","tonnes","182","Fc","Calculated data"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1331","Fungicides and Bactericides","2014","2014","tonnes","278","Fc","Calculated data"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1331","Fungicides and Bactericides","2015","2015","tonnes","236","Fc","Calculated data"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1331","Fungicides and Bactericides","2016","2016","tonnes","232","Fc","Calculated data"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1331","Fungicides and Bactericides","2017","2017","tonnes","241","Fc","Calculated data"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1331","Fungicides and Bactericides","2018","2018","tonnes","199","Fc","Calculated data"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1331","Fungicides and Bactericides","2019","2019","tonnes","352","Fc","Calculated data"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1352","Fungicides – Seed treatments","1990","1990","tonnes","0","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1352","Fungicides – Seed treatments","1991","1991","tonnes","0","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1352","Fungicides – Seed treatments","1992","1992","tonnes","0","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1352","Fungicides – Seed treatments","1993","1993","tonnes","0","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1352","Fungicides – Seed treatments","1994","1994","tonnes","0","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1352","Fungicides – Seed treatments","1995","1995","tonnes","0","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1352","Fungicides – Seed treatments","1996","1996","tonnes","0","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1352","Fungicides – Seed treatments","1997","1997","tonnes","0","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1352","Fungicides – Seed treatments","1998","1998","tonnes","0","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1352","Fungicides – Seed treatments","1999","1999","tonnes","0","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1352","Fungicides – Seed treatments","2000","2000","tonnes","0","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1352","Fungicides – Seed treatments","2001","2001","tonnes","0","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1352","Fungicides – Seed treatments","2002","2002","tonnes","0","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1352","Fungicides – Seed treatments","2003","2003","tonnes","0","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1352","Fungicides – Seed treatments","2004","2004","tonnes","0","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1352","Fungicides – Seed treatments","2005","2005","tonnes","0","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1352","Fungicides – Seed treatments","2006","2006","tonnes","0","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1352","Fungicides – Seed treatments","2007","2007","tonnes","0","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1352","Fungicides – Seed treatments","2008","2008","tonnes","0","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1352","Fungicides – Seed treatments","2009","2009","tonnes","0","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1352","Fungicides – Seed treatments","2010","2010","tonnes","0","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1352","Fungicides – Seed treatments","2011","2011","tonnes","0","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1352","Fungicides – Seed treatments","2012","2012","tonnes","0","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1352","Fungicides – Seed treatments","2013","2013","tonnes","0","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1352","Fungicides – Seed treatments","2014","2014","tonnes","0","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1352","Fungicides – Seed treatments","2015","2015","tonnes","0","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1352","Fungicides – Seed treatments","2016","2016","tonnes","0","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1352","Fungicides – Seed treatments","2017","2017","tonnes","0","Fc","Calculated data"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1352","Fungicides – Seed treatments","2018","2018","tonnes","0","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1352","Fungicides – Seed treatments","2019","2019","tonnes","0","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1353","Insecticides – Seed Treatments","1990","1990","tonnes","0","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1353","Insecticides – Seed Treatments","1991","1991","tonnes","0","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1353","Insecticides – Seed Treatments","1992","1992","tonnes","0","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1353","Insecticides – Seed Treatments","1993","1993","tonnes","0","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1353","Insecticides – Seed Treatments","1994","1994","tonnes","0","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1353","Insecticides – Seed Treatments","1995","1995","tonnes","0","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1353","Insecticides – Seed Treatments","1996","1996","tonnes","2","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1353","Insecticides – Seed Treatments","1997","1997","tonnes","4","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1353","Insecticides – Seed Treatments","1998","1998","tonnes","5","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1353","Insecticides – Seed Treatments","1999","1999","tonnes","7","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1353","Insecticides – Seed Treatments","2000","2000","tonnes","9","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1353","Insecticides – Seed Treatments","2001","2001","tonnes","11","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1353","Insecticides – Seed Treatments","2002","2002","tonnes","13","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1353","Insecticides – Seed Treatments","2003","2003","tonnes","14","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1353","Insecticides – Seed Treatments","2004","2004","tonnes","16","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1353","Insecticides – Seed Treatments","2005","2005","tonnes","18","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1353","Insecticides – Seed Treatments","2006","2006","tonnes","20","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1353","Insecticides – Seed Treatments","2007","2007","tonnes","22","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1353","Insecticides – Seed Treatments","2008","2008","tonnes","23","F","FAO estimate"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1353","Insecticides – Seed Treatments","2009","2009","tonnes","25","Fc","Calculated data"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1353","Insecticides – Seed Treatments","2010","2010","tonnes","2","Fc","Calculated data"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1353","Insecticides – Seed Treatments","2011","2011","tonnes","4","Fc","Calculated data"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1353","Insecticides – Seed Treatments","2012","2012","tonnes","5","Fc","Calculated data"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1353","Insecticides – Seed Treatments","2013","2013","tonnes","2","Fc","Calculated data"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1353","Insecticides – Seed Treatments","2014","2014","tonnes","59","Fc","Calculated data"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1353","Insecticides – Seed Treatments","2015","2015","tonnes","7","Fc","Calculated data"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1353","Insecticides – Seed Treatments","2016","2016","tonnes","8","Fc","Calculated data"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1353","Insecticides – Seed Treatments","2017","2017","tonnes","11","Fc","Calculated data"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1353","Insecticides – Seed Treatments","2018","2018","tonnes","9","Fc","Calculated data"
"RP","Pesticides Use","008","Albania","5157","Agricultural Use","1353","Insecticides – Seed Treatments","2019","2019","tonnes","9","F","FAO estimate"
"RP","Pesticides Use","040","Austria","5157","Agricultural Use","1357","Pesticides (total)","1990","1990","tonnes","4246","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","040","Austria","5157","Agricultural Use","1357","Pesticides (total)","1991","1991","tonnes","4487","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","040","Austria","5157","Agricultural Use","1357","Pesticides (total)","1992","1992","tonnes","3897","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","040","Austria","5157","Agricultural Use","1357","Pesticides (total)","1993","1993","tonnes","3984","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","040","Austria","5157","Agricultural Use","1357","Pesticides (total)","1994","1994","tonnes","3619","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","040","Austria","5157","Agricultural Use","1357","Pesticides (total)","1995","1995","tonnes","3402","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","040","Austria","5157","Agricultural Use","1357","Pesticides (total)","1996","1996","tonnes","3565","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","040","Austria","5157","Agricultural Use","1357","Pesticides (total)","1997","1997","tonnes","3690","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","040","Austria","5157","Agricultural Use","1357","Pesticides (total)","1998","1998","tonnes","3340","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","040","Austria","5157","Agricultural Use","1357","Pesticides (total)","1999","1999","tonnes","3419","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","040","Austria","5157","Agricultural Use","1357","Pesticides (total)","2000","2000","tonnes","3563","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","040","Austria","5157","Agricultural Use","1357","Pesticides (total)","2001","2001","tonnes","3132","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","040","Austria","5157","Agricultural Use","1357","Pesticides (total)","2002","2002","tonnes","3079","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","040","Austria","5157","Agricultural Use","1357","Pesticides (total)","2003","2003","tonnes","3385","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","040","Austria","5157","Agricultural Use","1357","Pesticides (total)","2004","2004","tonnes","3302","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","040","Austria","5157","Agricultural Use","1357","Pesticides (total)","2005","2005","tonnes","3404","A","Aggregate, may include official, semi-official, estimated or calculated data"
"RP","Pesticides Use","040","Austria","5157","Agricultural Use","1357","Pesticides (total)","2006","2006","tonnes","3416","A","Aggregate, may include official, semi-official, estimated or calculated data"
