DATAFLOW,LAST UPDATE,freq,unit,landcover,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,FR,2018,549060,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,HR,2009,56539,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,HR,2012,56539,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,HR,2015,56539,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,HR,2018,56594,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,HU,2009,93013,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,HU,2012,93013,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,HU,2015,93013,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,HU,2018,93012,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,IE,2009,70601,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,IE,2012,70601,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,IE,2015,70601,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,IE,2018,69947,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,IT,2009,301291,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,IT,2012,301291,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,IT,2015,301291,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,IT,2018,302073,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,LT,2009,65412,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,LT,2012,65412,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,LT,2015,65412,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,LT,2018,65284,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,LU,2009,2595,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,LU,2012,2595,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,LU,2015,2595,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,LU,2018,2595,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,LV,2009,65519,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,LV,2012,65519,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,LV,2015,65519,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,LV,2018,64586,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,MT,2009,315,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,MT,2012,315,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,MT,2015,315,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,MT,2018,316,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,NL,2009,37824,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,NL,2012,37824,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,NL,2015,37824,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,NL,2018,37378,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,PL,2009,313851,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,PL,2012,313851,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,PL,2015,313851,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,PL,2018,311928,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,PT,2009,88847,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,PT,2012,88847,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,PT,2015,88847,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,PT,2018,89103,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,RO,2009,239068,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,RO,2012,239068,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,RO,2015,239068,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,RO,2018,238398,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,SE,2009,449896,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,SE,2012,449896,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,SE,2015,449896,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,SE,2018,447424,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,SI,2009,20277,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,SI,2012,20277,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,SI,2015,20277,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,SI,2018,20273,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,SK,2009,49026,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,SK,2012,49026,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,SK,2015,49026,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,SK,2018,49035,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,UK,2009,247763,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,UK,2012,247763,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,UK,2015,247763,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LC,UK,2018,244381,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,AT,2009,34510,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,AT,2012,34656,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,AT,2015,35997,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,AT,2018,35322,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,BE,2009,6380,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,BE,2012,6626,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,BE,2015,6849,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,BE,2018,7188,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,BG,2012,42389,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,BG,2015,45339,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,BG,2018,47450,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,CY,2012,1880,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,CY,2015,2143,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,CY,2018,2071,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,CZ,2009,28605,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,CZ,2012,28941,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,CZ,2015,29120,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,CZ,2018,29057,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,DE,2009,108745,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,DE,2012,109454,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,DE,2015,113153,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,DE,2018,113270,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,DK,2009,5313,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,DK,2012,5197,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,DK,2015,6024,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,DK,2018,6455,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,EE,2009,23543,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,EE,2012,24694,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,EE,2015,25535,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,EE,2018,25361,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,EL,2009,37089,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,EL,2012,37446,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,EL,2015,40980,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,EL,2018,47628,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,ES,2009,122433,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,ES,2012,124469,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,ES,2015,134779,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,ES,2018,139364,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,FI,2009,219868,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,FI,2012,224155,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,FI,2015,225446,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,FI,2018,220795,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,FR,2009,151663,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,FR,2012,151748,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,FR,2015,155507,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,FR,2018,168834,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,HR,2015,25346,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,HR,2018,26727,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,HU,2009,18824,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,HU,2012,20137,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,HU,2015,21924,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,HU,2018,22796,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,IE,2009,6411,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,IE,2012,7204,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,IE,2015,7424,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,IE,2018,8213,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,IT,2009,90705,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,IT,2012,93183,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,IT,2015,94313,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,IT,2018,97823,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,LT,2009,22716,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,LT,2012,23686,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,LT,2015,24439,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,LT,2018,25183,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,LU,2009,862,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,LU,2012,852,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,LU,2015,881,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,LU,2018,893,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,LV,2009,32246,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,LV,2012,33838,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,LV,2015,33864,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,LV,2018,34246,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,MT,2012,9,u
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,MT,2015,4,u
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,MT,2018,3,u
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,NL,2009,2468,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,NL,2012,2397,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,NL,2015,2465,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,NL,2018,3589,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,PL,2009,99920,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,PL,2012,104110,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,PL,2015,108859,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,PL,2018,110288,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,PT,2009,24140,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,PT,2012,25016,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,PT,2015,28290,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,PT,2018,31676,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,RO,2012,74281,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,RO,2015,78141,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,RO,2018,79470,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,SE,2009,272295,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,SE,2012,276015,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,SE,2015,277628,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,SE,2018,273463,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,SI,2009,12255,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,SI,2012,12201,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,SI,2015,12517,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,SI,2018,12459,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,SK,2009,21326,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,SK,2012,21844,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,SK,2015,22440,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,SK,2018,22400,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,UK,2009,24533,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,UK,2012,25248,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,UK,2015,24067,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC1,UK,2018,27894,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,AT,2009,3465,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,AT,2012,3146,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,AT,2015,3188,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,AT,2018,3638,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,BE,2009,265,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,BE,2012,239,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,BE,2015,232,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,BE,2018,284,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,BG,2012,4406,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,BG,2015,4324,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,BG,2018,5910,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,CY,2012,1198,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,CY,2015,1527,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,CY,2018,1922,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,CZ,2009,576,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,CZ,2012,625,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,CZ,2015,653,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,CZ,2018,907,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,DE,2009,2233,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,DE,2012,2274,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,DE,2015,2230,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,DE,2018,2368,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,DK,2009,605,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,DK,2012,593,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,DK,2015,672,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,DK,2018,580,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,EE,2009,1667,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,EE,2012,1392,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,EE,2015,864,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,EE,2018,1068,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,EL,2009,13572,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,EL,2012,15842,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,EL,2015,17615,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,EL,2018,14885,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,ES,2009,44509,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,ES,2012,57683,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,ES,2015,60896,
ESTAT:LAN_LCV_FAO(1.0),18/05/21 23:00:00,A,KM2,LCC2,ES,2018,65931,
